,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points_old,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,total_points_new,prediction
157,1,0,30,0,0,0,219352,0,0,-4,4,20.5,0,0,3,0.0,0.0,0,Ademola,0.0,6,0,7.5,157,False,12.0,0,0,0,0,153,Season-long loan to RB Leipzig,2018-02-01T10:01:32Z,51,0,0,0,219352.jpg,1.4,0,0,Lookman,0.1,False,31,u,7,11,43.0,10,2254,0,9434,0,0.0,2.0,Lookman,0,34,79
158,0,0,18,100,100,0,109065,0,0,-6,6,33.7,0,0,3,0.3,0.4,1,Davy,0.4,6,0,8.3,158,False,23.0,0,0,0,0,248,,2017-09-09T13:01:15Z,69,0,0,0,109065.jpg,1.0,0,0,Klaassen,0.4,False,20,a,7,11,28.0,7,6310,0,83628,0,0.1,1.0,Klaassen,0,0,0
161,4,8,396,0,0,6,55422,0,0,-5,5,614.9,1,0,3,0.0,0.0,0,Gylfi,0.0,40,4,154.0,359,False,485.6,0,0,0,0,2257,Knee injury - Unknown return date,2018-03-11T09:31:18Z,80,0,0,0,55422.jpg,3.6,0,0,Sigurdsson,1.9,False,18,i,7,11,437.0,96,194845,0,435206,0,0.0,12.0,Sigurdsson,2,182,101
163,0,0,80,None,None,1,180151,0,0,-2,2,159.1,0,0,3,1.3,1.0,0,Nikola,1.0,12,0,33.6,539,False,91.8,0,0,0,0,572,,None,53,0,0,0,180151.jpg,1.5,0,0,Vlasic,0.0,False,27,a,7,11,85.0,18,2750,0,2619,0,0.2,3.4,Vlasic,0,0,0
165,0,0,20,None,None,0,195855,0,0,0,0,3.8,0,0,3,0.0,0.0,0,Beni,0.0,2,0,1.3,563,False,9.4,0,0,0,0,192,,None,45,0,0,0,195855.jpg,0.9,0,0,Baningime,0.0,False,54,a,7,11,0.0,7,690,0,546,0,0.0,1.6,Baningime,1,0,0
174,3,8,576,100,100,10,74471,0,0,-3,3,848.8,2,0,3,1.5,1.4,2,Aaron,2.4,52,4,195.2,172,False,753.2,0,0,0,0,3066,,2018-03-27T18:01:18Z,52,0,0,0,74471.jpg,3.1,0,0,Mooy,4.7,False,10,a,8,38,350.0,113,1033789,0,967635,0,0.5,21.7,Mooy,4,76,88
175,0,3,240,100,100,6,51344,0,0,-6,6,261.6,1,0,3,0.5,0.2,0,Rajiv,1.2,36,3,112.7,173,False,322.6,0,0,0,0,2131,,2017-11-26T18:31:14Z,44,0,0,0,51344.jpg,2.2,1,0,van La Parra,0.4,False,17,a,8,38,544.0,74,79339,0,64622,0,0.3,16.8,van La Parra,3,10,143
176,0,0,400,100,100,7,79619,0,0,-1,1,172.8,0,0,3,1.3,1.2,2,Jonathan,2.2,40,0,71.2,174,False,475.0,0,0,0,0,2396,,2018-04-08T07:31:18Z,44,0,0,0,79619.jpg,1.8,1,0,Hogg,0.2,False,6,a,8,38,61.0,53,44316,0,36482,0,0.5,12.0,Hogg,8,54,54
177,0,0,98,100,100,3,168991,0,0,-1,1,58.6,0,0,3,0.0,0.0,1,Philip,1.0,11,0,19.3,175,False,111.4,0,0,0,0,755,,2018-03-27T18:01:18Z,44,0,0,0,168991.jpg,1.4,0,0,Billing,0.2,False,8,a,8,38,26.0,22,32233,0,38693,0,0.2,5.0,Billing,3,63,0
178,1,0,151,0,0,6,87428,0,0,-3,3,152.1,0,0,3,0.0,0.0,0,Elias,0.0,23,1,54.5,181,False,151.0,0,0,0,0,1327,Ankle injury - Unknown return date,2018-03-31T16:31:19Z,57,0,0,0,87428.jpg,2.4,0,0,Kachunga,0.1,False,9,i,8,38,246.0,46,14120,0,27144,0,0.0,8.1,Kachunga,1,29,0
179,1,3,269,100,100,7,86176,0,0,-5,5,331.3,0,0,3,0.5,0.6,2,Tom,1.6,39,2,138.0,182,False,253.0,0,0,0,0,2450,,2018-04-27T13:01:17Z,55,0,0,0,86176.jpg,2.5,0,0,Ince,0.4,False,22,a,8,38,794.0,82,38051,0,98299,0,0.3,14.9,Ince,0,0,143
180,0,0,134,0,0,0,80755,0,0,-2,2,83.0,0,0,3,0.0,0.0,0,Danny,0.0,22,0,27.0,184,False,131.4,0,0,0,0,1115,Ankle injury - Unknown return date,2018-03-15T17:01:16Z,48,0,0,0,80755.jpg,1.4,0,0,Williams,0.0,False,19,i,8,38,56.0,28,1357,0,4049,0,0.0,5.8,Williams,2,6,6
186,1,0,30,None,None,1,246878,0,0,-3,3,40.6,0,0,3,-1.0,-1.0,0,Abdelhamid,0.0,5,0,12.4,522,False,30.8,0,0,0,0,217,,None,47,0,0,0,246878.jpg,2.0,0,0,Sabiri,0.0,False,11,a,8,38,53.0,10,1092,0,1121,0,0.0,2.1,Sabiri,1,2,0
188,2,3,168,100,100,3,106450,0,0,-1,1,300.3,1,0,3,1.0,1.0,2,Alex,2.0,12,1,68.7,593,False,173.6,0,0,0,0,997,,2018-03-10T14:01:18Z,54,0,0,0,106450.jpg,2.9,0,0,Pritchard,0.1,False,21,a,8,38,213.0,40,16643,0,13170,0,0.4,7.4,Pritchard,1,69,69
197,13,19,682,100,100,9,103025,0,0,2,-2,924.0,4,0,3,2.2,3.8,13,Riyad,4.8,51,12,282.6,199,True,966.0,0,0,0,0,2948,,2018-02-02T15:01:19Z,87,0,0,0,103025.jpg,5.4,0,0,Mahrez,8.2,False,26,a,9,13,932.0,195,2009779,0,1780392,0,0.6,22.4,Mahrez,2,102,80
198,8,12,458,0,0,8,51938,0,0,0,0,718.3,2,0,3,0.0,0.0,0,Marc,0.2,42,2,160.2,200,False,580.0,0,0,0,0,2533,Suspended - unknown return date,2018-05-08T17:01:18Z,55,0,0,0,51938.jpg,3.1,1,0,Albrighton,2.2,False,11,s,9,13,300.0,107,480100,0,469984,0,0.0,19.5,Albrighton,5,63,69
199,3,2,308,None,None,4,172632,0,0,-2,2,412.8,0,0,3,1.4,1.3,2,Demarai,2.3,35,3,116.7,203,False,290.6,0,0,0,0,1683,,None,53,0,0,0,172632.jpg,2.3,0,0,Gray,0.6,False,7,a,9,13,461.0,80,137892,0,149686,0,0.4,15.1,Gray,2,84,67
200,0,0,53,0,0,3,155569,0,0,-2,2,10.3,0,0,3,0.0,0.0,0,Daniel,0.0,7,0,9.2,204,False,81.2,0,0,0,0,486,Lack of match fitness - Expected back 13 May,2018-03-03T16:01:17Z,43,0,0,0,155569.jpg,1.6,1,0,Amartey,0.2,False,18,i,9,13,0.0,13,23807,0,28515,0,0.0,3.0,Amartey,0,15,0
201,0,0,0,0,0,0,86881,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Nampalys,0.0,0,0,0.0,205,False,0.0,0,0,0,0,0,Joined Nice in season-long loan deal,2017-08-31T19:01:14Z,45,0,0,0,86881.jpg,0.0,0,0,Mendy,0.0,False,24,u,9,13,0.0,0,1324,0,3940,0,0.0,0.0,Mendy,0,58,0
202,4,4,449,0,0,9,203341,0,0,-1,1,230.7,0,0,3,0.0,0.0,0,Wilfred,1.0,45,0,117.2,206,False,640.4,0,0,0,0,2896,Hamstring injury - Expected back 13 May,2018-04-28T16:31:17Z,49,0,0,0,203341.jpg,2.4,2,0,Ndidi,0.4,False,25,i,9,13,299.0,78,50893,0,62685,0,0.2,15.9,Ndidi,6,89,89
203,0,6,293,100,100,3,54513,0,0,-3,3,131.6,0,0,3,-0.8,-0.5,2,Vicente,0.5,23,3,62.3,208,False,341.6,0,0,0,0,1411,,2018-05-05T13:01:18Z,57,0,0,0,54513.jpg,3.1,0,0,Iborra,0.1,False,21,a,9,13,150.0,58,22128,0,27199,0,0.1,10.2,Iborra,0,9,101
208,0,0,121,0,0,4,61604,0,0,-1,1,52.7,0,0,3,0.0,0.0,0,Matty,0.0,15,0,31.4,474,False,114.6,0,0,0,0,991,Achilles injury - Unknown return date,2018-03-29T13:31:18Z,44,0,0,0,61604.jpg,2.0,0,0,James,0.2,False,22,i,9,13,145.0,26,19958,0,28522,0,0.0,5.9,James,2,0,6
209,1,0,60,None,None,0,197469,0,0,-1,1,20.2,0,0,3,1.2,0.8,0,Hamza,1.8,9,0,10.4,571,False,68.0,0,0,0,0,375,,None,44,0,0,0,197469.jpg,1.6,0,0,Choudhury,0.0,False,38,a,9,13,16.0,13,891,0,490,0,0.4,3.0,Choudhury,1,20,79
210,2,0,128,100,75,1,46483,0,0,-1,1,120.0,0,0,3,0.6,0.9,4,Adrien Sebastian,2.2,18,0,31.8,589,False,133.2,0,0,0,0,760,,2018-05-13T14:01:21Z,59,0,0,0,46483.jpg,1.9,0,0,Perruchet Silva,0.0,False,14,a,9,13,65.0,23,5393,0,4434,0,0.4,3.9,Silva,3,3,79
212,0,0,8,None,None,0,201666,0,0,0,0,1.0,0,0,3,-0.6,-0.5,1,Harvey,0.5,0,0,0.6,642,False,0.2,0,0,0,0,8,,None,45,0,0,0,201666.jpg,1.0,0,0,Barnes,0.0,False,32,a,9,13,6.0,3,113,0,41,0,0.1,0.7,Barnes,0,43,0
213,7,5,423,0,0,5,81880,0,0,-5,5,625.1,0,0,3,0.0,0.0,0,Alex,1.8,28,3,166.5,19,False,548.0,0,0,0,0,1718,Knee injury - Unknown return date,2018-04-24T20:31:18Z,55,0,0,0,81880.jpg,2.7,0,0,Oxlade-Chamberlain,2.2,False,21,i,10,14,494.0,94,405944,0,491196,0,0.3,17.1,Chamberlain,3,2,99
224,1,3,382,100,100,14,56979,0,0,-2,2,448.8,0,0,3,3.8,3.9,3,Jordan,2.4,21,1,97.8,225,False,417.0,0,0,0,0,2169,,2018-04-28T19:01:18Z,53,0,0,0,56979.jpg,2.8,0,0,Henderson,1.2,False,14,a,10,14,110.0,75,131863,0,168327,0,0.5,14.2,Henderson,1,76,76
225,0,0,37,100,50,1,39155,0,0,-2,2,113.4,0,0,3,0.8,0.8,1,Adam,0.2,1,0,27.3,228,False,32.6,0,0,0,0,234,,2018-05-13T14:01:21Z,73,0,0,0,39155.jpg,1.1,0,0,Lallana,0.3,False,20,a,10,14,128.0,13,9712,0,41673,0,0.0,1.8,Lallana,1,23,0
226,8,8,499,100,75,15,110979,0,0,-1,1,739.1,3,0,3,3.6,3.5,3,Sadio,3.2,24,10,238.0,230,False,677.4,0,0,0,0,2189,,2018-05-13T14:01:21Z,94,0,0,0,110979.jpg,5.1,1,0,Mané,8.5,False,19,a,10,14,964.0,147,1290587,0,2051325,0,0.3,15.6,Mané,3,231,231
227,2,1,406,100,100,15,41733,0,0,-4,4,356.2,0,0,3,5.0,4.9,3,Georginio,3.4,23,1,109.9,232,False,341.8,0,0,0,0,2381,,2018-03-10T12:31:18Z,66,0,0,0,41733.jpg,2.6,0,0,Wijnaldum,2.2,False,5,a,10,14,399.0,85,62827,0,274263,0,0.5,12.9,Wijnaldum,1,108,76
228,12,26,881,100,100,15,118748,0,0,16,-16,942.5,11,0,3,6.3,7.5,11,Mohamed,6.0,29,32,454.4,234,True,1496.2,0,0,0,0,2905,,2018-04-04T20:31:18Z,106,0,1,0,118748.jpg,8.4,0,0,Salah,56.7,False,11,a,10,14,2109.0,303,4223518,0,2661454,0,0.6,28.6,Salah,1,259,80
237,0,0,0,None,None,0,206915,0,0,0,0,0.0,0,0,3,1.5,1.5,0,Curtis,0.0,0,0,0.0,640,False,0.0,0,0,0,0,0,,None,45,0,0,0,206915.jpg,0.0,0,0,Jones,0.0,False,48,a,10,14,0.0,0,186,0,75,0,0.0,0.0,Jones,0,0,0
238,0,0,0,None,None,0,217989,0,0,0,0,0.0,0,0,3,1.5,1.5,0,Rafael,0.0,0,0,0.0,641,False,0.0,0,0,0,0,0,,None,45,0,0,0,217989.jpg,0.0,0,0,Camacho,0.0,False,64,a,10,14,0.0,0,154,0,84,0,0.0,0.0,Camacho,0,1,0
244,2,0,398,100,100,6,41823,0,0,0,0,263.7,0,0,3,3.5,3.3,1,Fabian,1.8,17,1,69.4,246,False,369.2,0,0,0,0,1740,,2018-03-08T15:01:18Z,45,0,0,0,41823.jpg,2.5,0,0,Delph,0.5,False,18,a,11,43,62.0,55,125530,0,123448,0,0.4,12.2,Delph,2,29,98
245,17,19,701,100,100,13,103955,0,0,11,-11,838.2,7,0,3,8.7,8.0,3,Raheem,6.5,23,18,329.7,247,True,969.8,0,0,0,0,2584,,2018-03-12T20:01:18Z,91,0,0,0,103955.jpg,6.9,1,0,Sterling,27.6,False,7,a,11,43,1488.0,229,4096592,0,2857415,0,0.7,25.2,Sterling,3,234,234
246,11,26,671,100,100,14,20664,0,0,2,-2,1118.5,6,0,3,4.5,4.0,0,David,2.5,18,9,286.5,248,False,875.8,0,0,0,0,2431,,2018-01-31T21:01:18Z,82,0,0,0,20664.jpg,5.8,0,0,Silva,11.5,False,21,a,11,43,867.0,169,2818085,0,2594234,0,0.3,20.6,David Silva,5,143,98
247,4,9,596,100,100,15,27789,0,0,0,0,511.9,2,0,3,5.7,5.5,3,Fernando,4.0,24,5,172.4,250,False,800.2,0,0,0,0,2880,,2018-04-07T18:31:19Z,50,0,0,0,27789.jpg,3.5,0,0,Luiz Rosa,4.6,False,25,a,11,43,411.0,120,855827,0,761299,0,0.8,24.0,Fernandinho,7,79,98
248,18,25,872,100,100,19,61366,0,0,3,-3,1744.2,5,0,3,4.3,4.8,6,Kevin,3.3,22,8,368.9,252,True,1146.6,0,0,0,0,3073,,2018-01-02T20:01:18Z,103,0,0,0,61366.jpg,5.6,0,0,De Bruyne,21.4,False,17,a,11,43,797.0,209,2110213,0,2488550,0,0.3,20.3,De Bruyne,2,59,80
249,2,9,376,100,100,6,59859,0,0,-1,1,406.4,2,0,3,5.1,5.0,3,Ilkay,3.5,15,4,119.3,253,False,381.4,0,0,0,0,1504,,2017-10-28T13:01:15Z,54,0,0,0,59859.jpg,2.7,0,0,Gündogan,2.3,False,8,a,11,43,408.0,82,262030,0,161234,0,0.6,15.2,Gündogan,3,113,98
250,15,17,647,100,100,12,182156,0,0,2,-2,891.3,5,0,3,6.7,6.3,3,Leroy,4.8,22,10,274.4,255,False,842.4,0,0,0,0,2415,,2018-01-28T18:31:17Z,87,0,0,0,182156.jpg,5.6,0,0,Sané,13.4,False,19,a,11,43,1013.0,179,2843504,0,2403141,0,0.6,20.6,Sané,4,156,98
251,5,8,440,None,None,9,165809,0,0,-8,8,508.7,2,0,3,5.9,5.7,3,Bernardo Mota,4.2,10,6,144.4,256,False,475.6,0,0,0,0,1514,,None,72,0,0,0,165809.jpg,3.2,0,0,Veiga de Carvalho e Silva,1.4,False,20,a,11,43,464.0,112,188040,0,224703,0,0.6,15.6,Bernardo Silva,0,154,98
257,1,0,31,100,100,0,209244,0,0,-3,3,32.1,0,0,3,1.7,1.8,1,Phil,0.3,1,0,7.1,492,False,29.2,0,0,0,0,45,,2017-12-22T14:01:16Z,47,0,0,0,209244.jpg,1.6,0,0,Foden,0.0,False,47,a,11,43,10.0,8,1919,0,2909,0,0.1,1.7,Foden,0,25,0
258,0,0,14,None,None,0,216183,0,0,-3,3,5.6,0,0,3,1.7,1.8,1,Brahim,0.3,1,0,6.6,493,False,6.8,0,0,0,0,50,,None,47,0,0,0,216183.jpg,1.0,0,0,Diaz,0.0,False,55,a,11,43,53.0,5,1756,0,4333,0,0.1,1.1,Diaz,0,0,0
259,0,0,104,None,None,3,206325,0,0,0,0,145.9,0,0,3,1.9,1.8,0,Oleksandr,0.3,3,0,28.3,551,False,116.4,0,0,0,0,530,,None,50,0,0,0,206325.jpg,2.0,0,0,Zinchenko,0.0,False,35,a,11,43,21.0,16,2107,0,1711,0,0.1,3.2,Zinchenko,1,44,0
261,10,13,515,100,100,11,37265,0,0,-6,6,1155.2,4,0,3,3.0,3.2,3,Alexis,2.2,32,9,326.1,14,False,823.2,0,0,0,0,2546,,2018-05-04T19:31:17Z,114,0,1,0,37265.jpg,4.9,0,0,Sánchez,3.0,False,7,a,12,1,1281.0,152,633531,0,624183,0,0.2,13.3,Sánchez,5,47,101
262,1,3,576,100,100,16,62398,0,0,-3,3,427.9,1,0,3,2.4,2.2,0,Nemanja,1.2,26,1,127.9,107,False,681.4,0,0,0,0,3117,,2017-12-04T15:01:15Z,47,0,0,0,62398.jpg,2.5,0,0,Matic,9.1,False,31,a,12,1,168.0,91,661639,0,1122165,0,0.3,19.4,Matic,6,59,89
273,5,6,418,100,100,15,43670,0,0,-2,2,849.9,1,0,3,1.8,2.7,6,Juan,1.7,10,3,172.1,274,False,422.8,0,0,0,0,1919,,2017-07-18T08:31:12Z,68,0,0,0,43670.jpg,3.6,0,0,Mata,2.0,False,8,a,12,1,453.0,100,214879,0,276770,0,0.3,14.7,Mata,1,70,98
274,0,3,171,0,0,4,41184,0,0,-3,3,88.2,1,0,3,0.0,0.0,0,Marouane,1.8,1,4,59.8,275,False,246.0,0,0,0,0,611,Muscle injury - Unknown return date,2018-05-09T13:31:19Z,47,0,0,0,41184.jpg,2.9,0,0,Fellaini,0.6,False,27,i,12,1,264.0,47,194183,0,208441,0,0.4,10.0,Fellaini,1,26,0
275,6,11,479,100,100,9,18892,0,0,-2,2,502.3,1,0,3,3.0,2.7,0,Ashley,1.7,26,2,131.6,277,False,601.2,0,0,0,0,2444,,2018-03-31T13:31:18Z,48,0,0,0,18892.jpg,3.3,0,0,Young,2.4,False,18,a,12,1,213.0,98,676970,0,577243,0,0.4,20.4,Young,7,73,69
276,2,0,229,100,100,5,59846,0,0,-5,5,229.4,0,0,3,2.8,2.7,1,Ander,1.7,14,0,62.7,278,False,294.4,0,0,0,0,1257,,2018-02-11T18:01:18Z,50,0,0,0,59846.jpg,1.7,0,0,Herrera,1.3,False,21,a,12,1,101.0,44,32077,0,199632,0,0.3,8.8,Herrera,5,62,62
277,6,10,450,100,100,9,109322,0,0,0,0,519.1,2,0,3,3.6,3.2,0,Jesse,2.2,18,8,175.3,279,False,526.6,0,0,0,0,1807,,2017-11-05T15:31:17Z,60,0,0,0,109322.jpg,3.9,0,0,Lingard,10.3,False,14,a,12,1,711.0,128,1935041,0,1396523,0,0.4,21.3,Lingard,2,78,98
278,6,7,403,100,100,9,148225,0,0,-2,2,509.3,1,0,3,2.4,2.2,0,Anthony,1.2,13,9,179.5,280,False,535.4,0,0,0,0,1572,,2018-03-05T20:01:18Z,78,0,0,0,148225.jpg,4.2,0,0,Martial,2.6,False,11,a,12,1,748.0,125,602260,0,573802,0,0.2,16.0,Martial,1,122,101
279,13,15,528,100,100,11,74208,0,0,-1,1,663.5,4,0,3,5.0,4.5,1,Paul,3.5,20,6,215.6,282,False,710.8,0,0,0,0,2145,,2018-03-09T20:31:18Z,79,0,0,0,74208.jpg,5.1,1,0,Pogba,14.7,False,6,a,12,1,780.0,138,2593672,0,3021842,0,0.4,17.5,Pogba,5,179,98
280,0,0,96,100,100,4,195851,0,0,-3,3,53.6,0,0,3,1.8,2.0,2,Scott,1.0,3,0,14.2,283,False,78.2,0,0,0,0,629,,2018-03-26T16:01:18Z,42,0,0,0,195851.jpg,1.6,0,0,McTominay,0.8,False,39,a,12,1,11.0,21,119238,0,78024,0,0.2,5.0,McTominay,2,38,62
283,0,0,0,0,0,0,156689,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Andreas,0.0,0,0,0.0,476,False,0.0,0,0,0,0,0,Season-long loan to Valencia,2017-09-05T09:39:21Z,49,0,0,0,156689.jpg,0.0,0,0,Pereira,0.0,False,15,u,12,1,0.0,0,229,0,3945,0,0.0,0.0,Pereira,0,27,0
284,2,5,171,0,0,6,167767,0,0,-2,2,224.1,1,0,3,0.0,0.0,0,Robert Kenedy,1.5,9,2,71.4,110,False,236.4,0,0,0,0,1023,Ineligible to face his parent club Chelsea on 13/5. - Unknown return date,2018-05-05T09:31:17Z,48,0,0,0,167767.jpg,3.9,0,0,Nunes do Nascimento,2.0,False,15,n,13,4,253.0,51,229099,0,119632,0,0.3,10.6,Kenedy,1,50,69
292,7,10,489,100,100,9,56983,0,0,-6,6,844.4,1,0,3,2.3,2.3,3,Matt,2.8,35,3,192.6,295,False,561.2,0,0,0,0,2802,,2018-03-26T16:01:18Z,54,0,0,0,56983.jpg,3.3,0,0,Ritchie,2.3,False,11,a,13,4,520.0,116,464994,0,527173,0,0.5,21.5,Ritchie,6,110,69
293,4,4,360,100,100,6,50232,0,0,-3,3,639.9,1,0,3,1.5,2.2,6,Jonjo,2.7,30,1,132.3,296,False,442.6,0,0,0,0,2264,,2018-03-10T14:01:18Z,52,0,0,0,50232.jpg,2.4,2,0,Shelvey,0.6,False,8,a,13,4,243.0,73,40217,0,93461,0,0.5,14.0,Shelvey,2,39,69
294,0,3,340,None,None,6,28147,0,0,-4,4,214.2,0,0,3,1.1,1.3,3,Mohamed,1.8,27,2,85.3,298,False,431.8,0,0,0,0,2034,,None,46,0,0,0,28147.jpg,2.3,0,0,Diamé,0.3,False,10,a,13,4,203.0,70,21032,0,22876,0,0.4,15.2,Diamé,3,56,101
295,4,5,236,0,0,6,104953,0,0,-2,2,340.6,1,0,3,0.0,0.0,0,Christian,0.0,22,2,112.9,300,False,308.8,0,0,0,0,1776,Knock - Unknown return date,2018-04-20T13:31:17Z,48,0,0,0,104953.jpg,2.8,0,0,Atsu,1.2,False,30,i,13,4,480.0,78,453946,0,540835,0,0.0,16.3,Atsu,1,55,69
300,2,2,171,None,None,2,114243,0,0,-5,5,159.7,0,0,3,0.5,1.3,6,Jacob,1.8,25,1,54.7,478,False,161.8,0,0,0,0,1137,,None,50,0,0,0,114243.jpg,2.0,0,0,Murphy,0.1,False,7,a,13,4,227.0,51,5532,0,13755,0,0.4,10.2,Murphy,0,16,16
303,1,4,271,100,100,3,195384,0,0,-1,1,236.7,0,0,3,-0.1,-0.2,0,Mikel,0.3,18,1,76.9,495,False,374.8,0,0,0,0,1337,,2018-05-05T13:01:18Z,49,0,0,0,195384.jpg,2.0,0,0,Merino,0.1,False,23,a,13,4,156.0,49,15198,0,15756,0,0.1,10.0,Merino,4,0,98
304,0,0,171,100,100,3,153127,0,0,-2,2,164.7,0,0,3,-0.5,-0.3,1,Isaac,0.2,25,1,58.2,496,False,273.6,0,0,0,0,1365,,2017-12-23T21:01:17Z,43,0,0,0,153127.jpg,1.6,0,0,Hayden,0.2,False,14,a,13,4,144.0,41,26203,0,28837,0,0.0,9.5,Hayden,7,69,67
315,2,6,337,50,50,4,17339,0,0,-3,3,350.8,2,0,3,-0.7,-0.7,0,Steven,0.2,21,3,82.5,316,False,345.2,0,0,0,0,1515,Achilles injury - 50% chance of playing,2018-04-27T08:31:16Z,47,0,0,0,17339.jpg,3.1,0,0,Davis,1.3,False,8,d,14,20,126.0,71,482895,0,458011,0,0.0,15.1,Davis,0,9,98
316,5,8,367,None,None,2,101178,0,0,-6,6,613.9,1,0,3,-0.1,-0.3,0,James,1.2,29,3,127.1,317,False,363.4,0,0,0,0,1708,,None,49,0,0,0,101178.jpg,2.8,0,0,Ward-Prowse,1.7,False,16,a,14,20,296.0,84,246468,0,283475,0,0.2,17.1,Ward-Prowse,3,94,101
317,0,0,474,100,100,8,78056,0,0,-3,3,338.7,0,0,3,0.3,0.3,2,Oriol,1.8,47,1,118.7,320,False,616.2,0,0,0,0,2897,,2017-11-18T18:01:15Z,42,0,0,0,78056.jpg,2.0,0,0,Romeu Vidal,2.5,False,14,a,14,20,231.0,68,213189,0,307748,0,0.4,16.2,Oriol Romeu,11,55,89
318,0,0,261,100,100,3,132015,0,0,-2,2,258.4,0,0,3,0.3,0.2,1,Pierre-Emile,1.7,30,0,67.6,321,False,266.6,0,0,0,0,1666,,2017-09-23T13:01:15Z,43,0,0,0,132015.jpg,1.7,0,0,Højbjerg,0.4,False,23,a,14,20,148.0,39,44057,0,40014,0,0.4,9.1,Højbjerg,6,90,79
319,2,2,215,100,100,1,128198,0,0,-3,3,351.6,0,0,3,-1.5,-1.5,0,Sofiane,0.0,24,2,103.7,322,False,289.4,0,0,0,0,1206,,2018-04-18T13:31:18Z,57,0,0,0,128198.jpg,2.1,0,0,Boufal,0.2,False,19,a,14,20,397.0,55,18058,0,23999,0,0.0,9.6,Boufal,1,0,101
320,0,0,18,None,None,1,153379,0,0,-2,2,43.5,0,0,3,-1.3,-1.3,0,Joshua,0.2,2,0,22.5,323,False,32.6,0,0,0,0,160,,None,43,0,0,0,153379.jpg,1.3,0,0,Sims,0.1,False,39,a,14,20,149.0,8,7556,0,7271,0,0.0,1.9,Sims,0,11,0
321,3,3,296,None,None,7,83283,0,0,-6,6,630.9,0,0,3,0.9,1.0,3,Nathan,2.5,31,1,147.2,324,False,347.0,0,0,0,0,1938,,None,59,0,0,0,83283.jpg,2.3,0,0,Redmond,1.8,False,22,a,14,20,493.0,72,86567,0,377921,0,0.4,12.2,Redmond,3,137,67
325,1,5,337,75,75,4,151086,0,0,-2,2,170.6,0,0,3,-0.2,-0.4,0,Mario,1.0,31,1,67.8,500,False,363.6,0,0,0,0,1715,Hamstring injury - 75% chance of playing,2018-05-05T20:01:18Z,48,0,0,0,151086.jpg,2.3,0,0,Lemina,0.2,False,18,d,14,20,145.0,58,30439,0,33957,0,0.2,12.1,Lemina,2,50,99
331,9,19,554,100,100,6,68312,0,0,1,-1,1151.6,1,0,3,4.3,3.9,3,Xherdan,4.4,58,8,255.2,342,False,718.0,0,0,0,0,3039,,2018-03-17T15:01:18Z,61,0,1,0,68312.jpg,4.3,0,0,Shaqiri,8.6,False,22,a,15,110,676.0,155,1591278,0,1377756,0,0.7,25.4,Shaqiri,5,88,88
332,1,2,226,None,None,2,205102,0,0,-5,5,237.9,0,0,3,0.8,0.5,0,Ramadan,1.0,30,2,68.1,345,False,237.6,0,0,0,0,1227,,None,45,0,0,0,205102.jpg,2.1,0,0,Sobhi,0.5,False,32,a,15,110,206.0,51,41493,0,70417,0,0.2,11.3,Sobhi,2,4,4
337,2,9,340,100,100,5,76542,0,0,-4,4,338.1,1,0,3,2.3,2.0,0,Sung-yueng,1.5,29,2,79.7,363,False,307.2,0,0,0,0,1865,,2017-12-19T00:01:16Z,46,0,0,0,76542.jpg,2.9,0,0,Ki,0.9,False,4,a,16,80,152.0,73,127584,0,78223,0,0.3,15.9,Ki Sung-yueng,2,38,69
348,2,2,477,100,75,15,93264,0,0,-3,3,293.4,0,0,3,1.5,1.7,2,Eric,1.2,30,0,118.6,384,False,604.2,0,0,0,0,2822,,2018-05-13T14:01:21Z,47,0,0,0,93264.jpg,2.5,0,0,Dier,2.4,False,15,a,17,6,289.0,85,211695,0,306589,0,0.3,18.1,Dier,4,56,76
349,0,3,358,75,75,7,39104,0,0,-1,1,303.1,0,0,3,1.5,1.4,0,Mousa,0.8,22,0,68.5,385,False,309.2,0,0,0,0,1875,Ankle injury - 75% chance of playing,2018-04-30T20:31:19Z,49,0,0,0,39104.jpg,1.9,0,0,Dembélé,1.7,False,19,d,17,6,73.0,52,105872,0,183571,0,0.2,10.6,Dembélé,6,14,98
350,4,1,186,100,100,4,62974,0,0,-2,2,283.1,1,0,3,2.4,4.8,16,Erik,3.8,12,2,84.7,386,False,204.8,0,0,0,0,826,,2018-01-25T14:01:17Z,63,0,0,0,62974.jpg,2.2,0,0,Lamela,0.1,False,11,a,17,6,364.0,55,19589,0,18446,0,0.6,8.7,Lamela,4,67,67
